Repository,Granularity level,fine-grained commits,CGR type,CGR left,CGR right,CGR traced location,Cause
cascading,4,"('96515e450c33387bc0fc282c6b4d267bd4483f22', '4035f0486f90210d1378e6740e8c46a9fc8c5622', '2f775bdbd5827aa08ae581d08b3aa2902420f1bc', 'af815644fc123e95a4002c85322f79194f2c7ad7')",Rename Variable,src/java/cascading/tap/Hfs.java@path1 : Path,src/java/cascading/tap/Hfs.java@status : FileStatus,"[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='124', file_name='src/java/cascading/tap/Hfs.java')]",
cascading,4,"('96515e450c33387bc0fc282c6b4d267bd4483f22', '4035f0486f90210d1378e6740e8c46a9fc8c5622', '2f775bdbd5827aa08ae581d08b3aa2902420f1bc', 'af815644fc123e95a4002c85322f79194f2c7ad7')",Change Variable Type,src/java/cascading/tap/Hfs.java@path1 : Path,src/java/cascading/tap/Hfs.java@status : FileStatus,"[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='144', file_name='src/java/cascading/tap/Hfs.java')]",
cascading,4,"('96515e450c33387bc0fc282c6b4d267bd4483f22', '4035f0486f90210d1378e6740e8c46a9fc8c5622', '2f775bdbd5827aa08ae581d08b3aa2902420f1bc', 'af815644fc123e95a4002c85322f79194f2c7ad7')",Rename Variable,src/java/cascading/tap/Hfs.java@path1 : Path,src/java/cascading/tap/Hfs.java@status : FileStatus,"[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='144', file_name='src/java/cascading/tap/Hfs.java')]",
cascading,4,"('96515e450c33387bc0fc282c6b4d267bd4483f22', '4035f0486f90210d1378e6740e8c46a9fc8c5622', '2f775bdbd5827aa08ae581d08b3aa2902420f1bc', 'af815644fc123e95a4002c85322f79194f2c7ad7')",Rename Attribute,src/java/cascading/tap/Hfs.java@paths : Path[],src/java/cascading/tap/Hfs.java@statuses : FileStatus[],"[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='23', file_name='src/java/cascading/tap/Hfs.java')]",
cascading,4,"('96515e450c33387bc0fc282c6b4d267bd4483f22', '4035f0486f90210d1378e6740e8c46a9fc8c5622', '2f775bdbd5827aa08ae581d08b3aa2902420f1bc', 'af815644fc123e95a4002c85322f79194f2c7ad7')",Change Attribute Type,src/java/cascading/tap/Hfs.java@paths : Path[],src/java/cascading/tap/Hfs.java@statuses : FileStatus[],"[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='23', file_name='src/java/cascading/tap/Hfs.java')]",
cascading,4,"('96515e450c33387bc0fc282c6b4d267bd4483f22', '4035f0486f90210d1378e6740e8c46a9fc8c5622', '2f775bdbd5827aa08ae581d08b3aa2902420f1bc', 'af815644fc123e95a4002c85322f79194f2c7ad7')",Extract And Move Method,src/java/cascading/cascade/Cascade.java@public isSuccessful() : boolean,"src/java/cascading/cascade/Cascade.java@private logWarn(message String, throwable Throwable) : void","[BlameRes(sha1='1d901eb9b9fb32c96d2ef24829e0c8e43799929a', oline='244', file_name='src/java/cascading/cascade/Cascade.java')]",
cascading,4,"('96515e450c33387bc0fc282c6b4d267bd4483f22', '4035f0486f90210d1378e6740e8c46a9fc8c5622', '2f775bdbd5827aa08ae581d08b3aa2902420f1bc', 'af815644fc123e95a4002c85322f79194f2c7ad7')",Extract And Move Method,src/java/cascading/cascade/Cascade.java@public call() : Throwable,src/java/cascading/cascade/Cascade.java@private logInfo(message String) : void,"[BlameRes(sha1='1d901eb9b9fb32c96d2ef24829e0c8e43799929a', oline='185', file_name='src/java/cascading/cascade/Cascade.java')]",
cascading,4,"('96515e450c33387bc0fc282c6b4d267bd4483f22', '4035f0486f90210d1378e6740e8c46a9fc8c5622', '2f775bdbd5827aa08ae581d08b3aa2902420f1bc', 'af815644fc123e95a4002c85322f79194f2c7ad7')",Extract And Move Method,src/java/cascading/cascade/Cascade.java@public stop() : void,src/java/cascading/cascade/Cascade.java@private logInfo(message String) : void,"[BlameRes(sha1='1d901eb9b9fb32c96d2ef24829e0c8e43799929a', oline='233', file_name='src/java/cascading/cascade/Cascade.java')]",
cascading,4,"('96515e450c33387bc0fc282c6b4d267bd4483f22', '4035f0486f90210d1378e6740e8c46a9fc8c5622', '2f775bdbd5827aa08ae581d08b3aa2902420f1bc', 'af815644fc123e95a4002c85322f79194f2c7ad7')",Extract And Move Method,src/java/cascading/cascade/Cascade.java@public call() : Throwable,src/java/cascading/flow/Flow.java@private logInfo(message String) : void,"[BlameRes(sha1='1d901eb9b9fb32c96d2ef24829e0c8e43799929a', oline='185', file_name='src/java/cascading/cascade/Cascade.java')]",
cascading,4,"('3d9705d653ec36feee7fe22be8f95013f2557ec0', 'd05582fb0c5e92f13ebda77ee5651533cd11f7c6', '81ef5c6fe03bdd64a8d5d07b6b64aa8f5391cfd5', 'c2d1f3f2ed7c0ef6f961cc568e9c1b5d70768618')",Add Parameter,"src/java/cascading/flow/PushFlowReducerStack.java@public FlowReducerStackElement(previous FlowReducerStackElement, incomingScope Scope, sink Tap, conf JobConf)",src/java/cascading/flow/PushFlowReducerStack.java@useTapCollector : boolean,"[BlameRes(sha1='5f34230c182ac89e0d5d2ec7949c1d02f0d4f0cb', oline='146', file_name='src/java/cascading/flow/PushFlowReducerStack.java')]",
cascading,4,"('3d9705d653ec36feee7fe22be8f95013f2557ec0', 'd05582fb0c5e92f13ebda77ee5651533cd11f7c6', '81ef5c6fe03bdd64a8d5d07b6b64aa8f5391cfd5', 'c2d1f3f2ed7c0ef6f961cc568e9c1b5d70768618')",Add Method Annotation,src/java/cascading/scheme/TextLine.java@public getOutputFormat(conf JobConf) : OutputFormat,src/java/cascading/scheme/TextLine.java@@Override,"[BlameRes(sha1='d275a7af03ae9e72b6d560b8e30f63abcca68da9', oline='108', file_name='src/java/cascading/scheme/TextLine.java')]",
cascading,4,"('3d9705d653ec36feee7fe22be8f95013f2557ec0', 'd05582fb0c5e92f13ebda77ee5651533cd11f7c6', '81ef5c6fe03bdd64a8d5d07b6b64aa8f5391cfd5', 'c2d1f3f2ed7c0ef6f961cc568e9c1b5d70768618')",Rename Method,src/java/cascading/tap/Tap.java@public isWriteDirect() : boolean,src/java/cascading/tap/Tap.java@public isUseTapCollector() : boolean,"[BlameRes(sha1='5f34230c182ac89e0d5d2ec7949c1d02f0d4f0cb', oline='46', file_name='src/java/cascading/tap/Tap.java')]",
cascading,4,"('3d9705d653ec36feee7fe22be8f95013f2557ec0', 'd05582fb0c5e92f13ebda77ee5651533cd11f7c6', '81ef5c6fe03bdd64a8d5d07b6b64aa8f5391cfd5', 'c2d1f3f2ed7c0ef6f961cc568e9c1b5d70768618')",Rename Method,src/java/cascading/tap/Tap.java@public setWriteDirect(writeDirect boolean) : void,src/java/cascading/tap/Tap.java@public setUseTapCollector(useTapCollector boolean) : void,"[BlameRes(sha1='5f34230c182ac89e0d5d2ec7949c1d02f0d4f0cb', oline='51', file_name='src/java/cascading/tap/Tap.java')]",
cascading,4,"('3d9705d653ec36feee7fe22be8f95013f2557ec0', 'd05582fb0c5e92f13ebda77ee5651533cd11f7c6', '81ef5c6fe03bdd64a8d5d07b6b64aa8f5391cfd5', 'c2d1f3f2ed7c0ef6f961cc568e9c1b5d70768618')",Rename Parameter,src/java/cascading/tap/Tap.java@writeDirect : boolean,src/java/cascading/tap/Tap.java@useTapCollector : boolean,"[BlameRes(sha1='5f34230c182ac89e0d5d2ec7949c1d02f0d4f0cb', oline='51', file_name='src/java/cascading/tap/Tap.java')]",
cascading,4,"('3d9705d653ec36feee7fe22be8f95013f2557ec0', 'd05582fb0c5e92f13ebda77ee5651533cd11f7c6', '81ef5c6fe03bdd64a8d5d07b6b64aa8f5391cfd5', 'c2d1f3f2ed7c0ef6f961cc568e9c1b5d70768618')",Rename Attribute,src/java/cascading/tap/Tap.java@writeDirect : boolean,src/java/cascading/tap/Tap.java@useTapCollector : boolean,"[BlameRes(sha1='5f34230c182ac89e0d5d2ec7949c1d02f0d4f0cb', oline='25', file_name='src/java/cascading/tap/Tap.java')]",
cascading,4,"('38f4d3a65e5fac78c2d3460eb339ab6e52be9891', 'b96b7fd9763ba37faa5d6d6d9163e15460b90791', '8abdec6a5b0c70cb2ec1548d66d345490621d8c6', '6bc35ee8851baeaf66597282d7d4f3e76c3003d9')",Add Parameter,"src/examples/cascading/examples/Uniq.java@public makeReduceValues(jobConf JobConf, key WritableComparable, values Iterator) : Iterator<Tuple>",src/examples/cascading/examples/Uniq.java@incomingScopes : Set<Scope>,"[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='45', file_name='src/examples/cascading/examples/Uniq.java')]",
cascading,4,"('38f4d3a65e5fac78c2d3460eb339ab6e52be9891', 'b96b7fd9763ba37faa5d6d6d9163e15460b90791', '8abdec6a5b0c70cb2ec1548d66d345490621d8c6', '6bc35ee8851baeaf66597282d7d4f3e76c3003d9')",Add Parameter,"src/examples/cascading/examples/Uniq.java@public makeReduceValues(jobConf JobConf, key WritableComparable, values Iterator) : Iterator<Tuple>",src/examples/cascading/examples/Uniq.java@thisScope : Scope,"[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='45', file_name='src/examples/cascading/examples/Uniq.java')]",
cascading,4,"('38f4d3a65e5fac78c2d3460eb339ab6e52be9891', 'b96b7fd9763ba37faa5d6d6d9163e15460b90791', '8abdec6a5b0c70cb2ec1548d66d345490621d8c6', '6bc35ee8851baeaf66597282d7d4f3e76c3003d9')",Add Parameter,"src/java/cascading/flow/PushFlowReducerStack.java@public FlowReducerStackElement(group Group, outGroupingFields Fields)",src/java/cascading/flow/PushFlowReducerStack.java@incomingScopes : Set<Scope>,"[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='109', file_name='src/java/cascading/flow/PushFlowReducerStack.java')]",
cascading,4,"('38f4d3a65e5fac78c2d3460eb339ab6e52be9891', 'b96b7fd9763ba37faa5d6d6d9163e15460b90791', '8abdec6a5b0c70cb2ec1548d66d345490621d8c6', '6bc35ee8851baeaf66597282d7d4f3e76c3003d9')",Add Parameter,"src/java/cascading/flow/PushFlowReducerStack.java@public FlowReducerStackElement(group Group, outGroupingFields Fields)",src/java/cascading/flow/PushFlowReducerStack.java@thisScope : Scope,"[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='109', file_name='src/java/cascading/flow/PushFlowReducerStack.java')]",
cascading,4,"('38f4d3a65e5fac78c2d3460eb339ab6e52be9891', 'b96b7fd9763ba37faa5d6d6d9163e15460b90791', '8abdec6a5b0c70cb2ec1548d66d345490621d8c6', '6bc35ee8851baeaf66597282d7d4f3e76c3003d9')",Extract Variable,src/java/cascading/pipe/Group.java@,src/java/cascading/pipe/Group.java@groupFields : Fields[],"[BlameRes(sha1='89201d0b2804fc97fe5084f75c97207158e3582f', oline='222', file_name='src/java/cascading/pipe/Group.java')]",
cascading,4,"('38f4d3a65e5fac78c2d3460eb339ab6e52be9891', 'b96b7fd9763ba37faa5d6d6d9163e15460b90791', '8abdec6a5b0c70cb2ec1548d66d345490621d8c6', '6bc35ee8851baeaf66597282d7d4f3e76c3003d9')",Add Parameter,"src/java/cascading/pipe/Group.java@public makeReduceValues(jobConf JobConf, key WritableComparable, values Iterator) : Iterator<Tuple>",src/java/cascading/pipe/Group.java@incomingScopes : Set<Scope>,"[BlameRes(sha1='72abc682e6569e5b9a7acf2d5b42c062d9925df7', oline='212', file_name='src/java/cascading/pipe/Group.java')]",
cascading,4,"('38f4d3a65e5fac78c2d3460eb339ab6e52be9891', 'b96b7fd9763ba37faa5d6d6d9163e15460b90791', '8abdec6a5b0c70cb2ec1548d66d345490621d8c6', '6bc35ee8851baeaf66597282d7d4f3e76c3003d9')",Add Parameter,"src/java/cascading/pipe/Group.java@public makeReduceValues(jobConf JobConf, key WritableComparable, values Iterator) : Iterator<Tuple>",src/java/cascading/pipe/Group.java@outgoingScope : Scope,"[BlameRes(sha1='72abc682e6569e5b9a7acf2d5b42c062d9925df7', oline='212', file_name='src/java/cascading/pipe/Group.java')]",
cascading,4,"('38f4d3a65e5fac78c2d3460eb339ab6e52be9891', 'b96b7fd9763ba37faa5d6d6d9163e15460b90791', '8abdec6a5b0c70cb2ec1548d66d345490621d8c6', '6bc35ee8851baeaf66597282d7d4f3e76c3003d9')",Localize Parameter,src/java/cascading/pipe/cogroup/CoGroupClosure.java@numPipes : int,src/java/cascading/pipe/cogroup/CoGroupClosure.java@numPipes : int,"[BlameRes(sha1='89201d0b2804fc97fe5084f75c97207158e3582f', oline='41', file_name='src/java/cascading/pipe/cogroup/CoGroupClosure.java')]",
cascading,4,"('38f4d3a65e5fac78c2d3460eb339ab6e52be9891', 'b96b7fd9763ba37faa5d6d6d9163e15460b90791', '8abdec6a5b0c70cb2ec1548d66d345490621d8c6', '6bc35ee8851baeaf66597282d7d4f3e76c3003d9')",Add Parameter,"src/java/cascading/pipe/cogroup/GroupClosure.java@public GroupClosure(key Tuple, values Iterator)",src/java/cascading/pipe/cogroup/GroupClosure.java@groupingFields : Fields[],"[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='16', file_name='src/java/cascading/pipe/cogroup/GroupClosure.java')]",
cascading,4,"('38f4d3a65e5fac78c2d3460eb339ab6e52be9891', 'b96b7fd9763ba37faa5d6d6d9163e15460b90791', '8abdec6a5b0c70cb2ec1548d66d345490621d8c6', '6bc35ee8851baeaf66597282d7d4f3e76c3003d9')",Add Parameter,"src/java/cascading/pipe/cogroup/GroupClosure.java@public GroupClosure(key Tuple, values Iterator)",src/java/cascading/pipe/cogroup/GroupClosure.java@valueFields : Fields[],"[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='16', file_name='src/java/cascading/pipe/cogroup/GroupClosure.java')]",
cascading,4,"('38f4d3a65e5fac78c2d3460eb339ab6e52be9891', 'b96b7fd9763ba37faa5d6d6d9163e15460b90791', '8abdec6a5b0c70cb2ec1548d66d345490621d8c6', '6bc35ee8851baeaf66597282d7d4f3e76c3003d9')",Change Method Access Modifier,"src/java/cascading/tuple/Tuple.java@package extract(declarator Fields, selector Fields) : Tuple","src/java/cascading/tuple/Tuple.java@public extract(declarator Fields, selector Fields) : Tuple","[BlameRes(sha1='89201d0b2804fc97fe5084f75c97207158e3582f', oline='241', file_name='src/java/cascading/tuple/Tuple.java')]",
cascading,4,"('38f4d3a65e5fac78c2d3460eb339ab6e52be9891', 'b96b7fd9763ba37faa5d6d6d9163e15460b90791', '8abdec6a5b0c70cb2ec1548d66d345490621d8c6', '6bc35ee8851baeaf66597282d7d4f3e76c3003d9')",Change Method Access Modifier,"src/java/cascading/tuple/Tuple.java@package set(declarator Fields, selector Fields, tuple Tuple) : void","src/java/cascading/tuple/Tuple.java@public set(declarator Fields, selector Fields, tuple Tuple) : void","[BlameRes(sha1='89201d0b2804fc97fe5084f75c97207158e3582f', oline='256', file_name='src/java/cascading/tuple/Tuple.java')]",
cascading,4,"('89201d0b2804fc97fe5084f75c97207158e3582f', '931a810523c760e2fbcf31fdd4636fd7e718e8ed', 'aa11d891b6a9256efc5866943891bcaf404768e4', '3c3cc6b5f058d4706f4f196bf76de08cc33b17e1')",Localize Parameter,src/java/cascading/pipe/Each.java@declared : Fields,src/java/cascading/pipe/Each.java@declared : Fields,"[BlameRes(sha1='398bd36e8e54a0a3542a27b5d2b0e9323ae8dab2', oline='155', file_name='src/java/cascading/pipe/Each.java')]",
cascading,4,"('89201d0b2804fc97fe5084f75c97207158e3582f', '931a810523c760e2fbcf31fdd4636fd7e718e8ed', 'aa11d891b6a9256efc5866943891bcaf404768e4', '3c3cc6b5f058d4706f4f196bf76de08cc33b17e1')",Add Parameter,"src/java/cascading/pipe/Each.java@private applyFunction(flowCollector FlowCollector, input TupleEntry, arguments TupleEntry, declared Fields, outgoingSelector Fields) : void",src/java/cascading/pipe/Each.java@declaredEntry : TupleEntry,"[BlameRes(sha1='398bd36e8e54a0a3542a27b5d2b0e9323ae8dab2', oline='155', file_name='src/java/cascading/pipe/Each.java')]",
cascading,4,"('89201d0b2804fc97fe5084f75c97207158e3582f', '931a810523c760e2fbcf31fdd4636fd7e718e8ed', 'aa11d891b6a9256efc5866943891bcaf404768e4', '3c3cc6b5f058d4706f4f196bf76de08cc33b17e1')",Rename Parameter,src/java/cascading/pipe/Operator.java@output : TupleEntry,src/java/cascading/pipe/Operator.java@declaredEntry : TupleEntry,"[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='115', file_name='src/java/cascading/pipe/Operator.java')]",
cascading,4,"('89201d0b2804fc97fe5084f75c97207158e3582f', '931a810523c760e2fbcf31fdd4636fd7e718e8ed', 'aa11d891b6a9256efc5866943891bcaf404768e4', '3c3cc6b5f058d4706f4f196bf76de08cc33b17e1')",Extract Method,src/java/cascading/tuple/Fields.java@private indexOf(field Comparable) : int,"src/java/cascading/tuple/Fields.java@private getIndex() : Map<Comparable,Integer>","[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='357', file_name='src/java/cascading/tuple/Fields.java')]",
cascading,4,"('89201d0b2804fc97fe5084f75c97207158e3582f', '931a810523c760e2fbcf31fdd4636fd7e718e8ed', 'aa11d891b6a9256efc5866943891bcaf404768e4', '3c3cc6b5f058d4706f4f196bf76de08cc33b17e1')",Extract Method,src/java/cascading/tuple/Fields.java@package indexOfSafe(field Comparable) : int,"src/java/cascading/tuple/Fields.java@private getIndex() : Map<Comparable,Integer>","[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='368', file_name='src/java/cascading/tuple/Fields.java')]",
cascading,4,"('9014238f45e2e68e491b6ff2ee02b457e18b0cc6', '1d901eb9b9fb32c96d2ef24829e0c8e43799929a', '91ff94f55e34fec8d3409ed4c45996f4e46044cb', '2ba157985058a11e7461e5591f0a2cf624d6c27a')",Extract Method,"src/java/cascading/tap/hadoop/StreamedFileSystem.java@public getMD5SumFor(conf Configuration, path Path) : String","src/java/cascading/tap/hadoop/StreamedFileSystem.java@public getMD5SumFor(conf Configuration, path String) : String","[BlameRes(sha1='527d68c7d44f8278ad46dfffffebb356819cc14a', oline='51', file_name='src/java/cascading/tap/hadoop/StreamedFileSystem.java')]",
cascading,4,"('9014238f45e2e68e491b6ff2ee02b457e18b0cc6', '1d901eb9b9fb32c96d2ef24829e0c8e43799929a', '91ff94f55e34fec8d3409ed4c45996f4e46044cb', '2ba157985058a11e7461e5591f0a2cf624d6c27a')",Extract Method,"src/java/cascading/tap/hadoop/StreamedFileSystem.java@public setMD5SumFor(conf Configuration, path Path, md5Hex String) : void","src/java/cascading/tap/hadoop/StreamedFileSystem.java@public setMD5SumFor(conf Configuration, path String, md5Hex String) : void","[BlameRes(sha1='527d68c7d44f8278ad46dfffffebb356819cc14a', oline='56', file_name='src/java/cascading/tap/hadoop/StreamedFileSystem.java')]",
cascading,4,"('885f15af6e95165912feeb3f82a472b35ce72102', '80832edb93c06d0bb9fc5e849919ea8cd6d90bc8', 'a7a558bc72d2abf2b2a73ea28d41f5b9c118b92b', 'ac6d6434f73a7b2f4194cb44f7a010f13ff2e0f2')",Remove Method Annotation,src/java/cascading/tuple/SpillableTupleList.java@@Override,src/java/cascading/tuple/SpillableTupleList.java@public hasNext() : boolean,"[BlameRes(sha1='1635254b2017a477ead57c0ec6f624ef244a436e', oline='237', file_name='src/java/cascading/tuple/SpillableTupleList.java')]",
cascading,4,"('885f15af6e95165912feeb3f82a472b35ce72102', '80832edb93c06d0bb9fc5e849919ea8cd6d90bc8', 'a7a558bc72d2abf2b2a73ea28d41f5b9c118b92b', 'ac6d6434f73a7b2f4194cb44f7a010f13ff2e0f2')",Remove Method Annotation,src/java/cascading/tuple/SpillableTupleList.java@@Override,src/java/cascading/tuple/SpillableTupleList.java@public next() : Tuple,"[BlameRes(sha1='1635254b2017a477ead57c0ec6f624ef244a436e', oline='251', file_name='src/java/cascading/tuple/SpillableTupleList.java')]",
cascading,4,"('885f15af6e95165912feeb3f82a472b35ce72102', '80832edb93c06d0bb9fc5e849919ea8cd6d90bc8', 'a7a558bc72d2abf2b2a73ea28d41f5b9c118b92b', 'ac6d6434f73a7b2f4194cb44f7a010f13ff2e0f2')",Remove Method Annotation,src/java/cascading/tuple/SpillableTupleList.java@@Override,src/java/cascading/tuple/SpillableTupleList.java@public remove() : void,"[BlameRes(sha1='1635254b2017a477ead57c0ec6f624ef244a436e', oline='262', file_name='src/java/cascading/tuple/SpillableTupleList.java')]",
cascading,4,"('885f15af6e95165912feeb3f82a472b35ce72102', '80832edb93c06d0bb9fc5e849919ea8cd6d90bc8', 'a7a558bc72d2abf2b2a73ea28d41f5b9c118b92b', 'ac6d6434f73a7b2f4194cb44f7a010f13ff2e0f2')",Remove Method Annotation,src/java/cascading/tuple/SpillableTupleList.java@@Override,src/java/cascading/tuple/SpillableTupleList.java@public iterator() : Iterator<Tuple>,"[BlameRes(sha1='1635254b2017a477ead57c0ec6f624ef244a436e', oline='185', file_name='src/java/cascading/tuple/SpillableTupleList.java')]",
cascading,4,"('91540edfcbe0fc501199c475f76ff64f53e1e7df', '0c4bc1c6261c2a9b0a6af2b0c0c67e0c1b91ec84', '527d68c7d44f8278ad46dfffffebb356819cc14a', 'f91b19b0cd8289319c379c9177601c9f4b3602ec')",Remove Parameter,src/java/cascading/tap/hadoop/ZipInputFormat.java@compressedLength : long,"src/java/cascading/tap/hadoop/ZipInputFormat.java@private getReaderForAll(inputStream FSDataInputStream) : RecordReader<LongWritable,Text>","[BlameRes(sha1='574196d3920c07a887f90712240ef6b14e036605', oline='180', file_name='src/java/cascading/tap/hadoop/ZipInputFormat.java')]",
